Team,Seed,Region,% of Points from 2 ,% of Points from 3,% of Points from FT,True Shooting %,3P%,3P Rate,eFG,FT,FTR,Tempo,Effective Possession Ratio,Extra Scoring Chances/game,Non-blocked 2pt %,ORB %,DRB %,TO%,Opp. 3P%,Opp. 3P Rate,Block %,Def. eFG%,Steals per Possession,Opp. Asst./Poss,Opp. TO/poss,Opp. FTA/FGA,Close Game Win %,Win%,Q1W,Q1L,Q2W,Q2L,Q3W,Q3L,Q4W,Q4L,Strength of Schedule 
St. John's,5,East,0.516,0.254,0.230,1.105,0.332,0.338,0.510,0.727,0.419,73.500,1.006,5.529,0.570,0.335,0.732,0.143,0.313,0.337,0.082,0.474,0.108,0.161,0.188,0.318,0.833,0.824,5,5,11,0,9,1,3,0,14
Vanderbilt,5,South ,0.450,0.333,0.212,1.204,0.358,0.440,0.556,0.790,0.380,72.478,0.993,2.765,0.615,0.291,0.713,0.128,0.320,0.379,0.079,0.486,0.112,0.152,0.172,0.413,0.500,0.765,10,6,7,1,3,0,6,0,7
Wisconsin,5,West,0.388,0.425,0.187,1.164,0.361,0.526,0.545,0.786,0.319,71.389,0.998,1.500,0.627,0.273,0.734,0.125,0.333,0.402,0.051,0.513,0.080,0.192,0.142,0.305,0.700,0.706,8,8,5,1,5,1,6,0,19
Texas Tech,5,Midwest,0.423,0.430,0.147,1.167,0.393,0.480,0.562,0.715,0.271,69.657,0.990,-0.094,0.578,0.323,0.715,0.155,0.314,0.351,0.062,0.494,0.083,0.157,0.144,0.316,0.600,0.688,7,9,5,1,7,0,3,0,9
Louisville,6,East,0.406,0.408,0.186,1.197,0.357,0.528,0.564,0.769,0.335,72.352,0.978,1.727,0.682,0.316,0.754,0.161,0.327,0.391,0.056,0.488,0.095,0.168,0.164,0.334,0.333,0.697,8,10,4,0,4,0,7,0,41
North Carolina,6,South ,0.486,0.324,0.190,1.144,0.345,0.423,0.546,0.684,0.374,70.816,0.990,0.219,0.622,0.292,0.753,0.136,0.345,0.369,0.054,0.482,0.075,0.179,0.132,0.238,0.778,0.750,6,8,5,0,8,0,5,0,40
BYU,6,West,0.502,0.309,0.189,1.160,0.349,0.398,0.547,0.746,0.342,72.711,0.994,2.559,0.610,0.325,0.738,0.150,0.353,0.392,0.072,0.512,0.099,0.203,0.160,0.289,0.750,0.676,7,10,8,1,3,0,5,0,23
Tennessee,6,Midwest,0.548,0.245,0.207,1.098,0.334,0.317,0.516,0.694,0.387,69.891,1.039,5.667,0.576,0.447,0.755,0.167,0.306,0.444,0.063,0.477,0.108,0.153,0.159,0.362,0.364,0.667,6,10,6,1,3,0,7,0,11
UCLA,7,East,0.501,0.309,0.190,1.151,0.382,0.359,0.539,0.767,0.331,67.965,0.993,2.353,0.566,0.289,0.694,0.131,0.318,0.447,0.052,0.504,0.097,0.226,0.177,0.347,0.625,0.676,5,8,5,3,6,0,7,0,50
Saint Mary's,7,South ,0.475,0.309,0.215,1.153,0.386,0.361,0.529,0.811,0.358,67.910,1.001,3.161,0.551,0.365,0.789,0.161,0.312,0.368,0.061,0.467,0.081,0.185,0.148,0.257,0.667,0.839,1,4,8,1,10,0,7,0,96
Miami,7,West,0.571,0.241,0.188,1.163,0.347,0.317,0.556,0.685,0.375,71.049,0.986,4.273,0.637,0.342,0.760,0.158,0.354,0.409,0.059,0.517,0.111,0.195,0.179,0.290,0.500,0.758,6,6,6,2,3,0,10,0,78
Kentucky,7,Midwest,0.495,0.300,0.204,1.133,0.341,0.392,0.531,0.728,0.375,71.398,0.999,1.647,0.595,0.325,0.716,0.147,0.316,0.395,0.074,0.488,0.100,0.195,0.155,0.370,0.625,0.618,5,11,7,2,3,0,6,0,10
Ohio State,8,East,0.490,0.304,0.206,1.207,0.360,0.401,0.565,0.775,0.378,68.908,0.958,-1.091,0.638,0.279,0.717,0.151,0.316,0.404,0.042,0.503,0.070,0.196,0.154,0.351,0.444,0.636,4,11,5,1,6,0,6,0,20
Clemson,8,South ,0.464,0.332,0.204,1.124,0.341,0.429,0.526,0.726,0.371,67.213,0.979,2.588,0.599,0.264,0.759,0.140,0.326,0.429,0.052,0.489,0.094,0.158,0.172,0.331,0.667,0.706,6,6,7,4,4,0,7,0,53
Villanova,8,West,0.458,0.374,0.168,1.124,0.353,0.457,0.537,0.694,0.313,69.098,0.990,2.844,0.588,0.300,0.701,0.147,0.339,0.369,0.038,0.513,0.108,0.201,0.182,0.289,0.667,0.750,2,6,8,1,9,1,5,0,34
Georgia,8,Midwest,0.469,0.328,0.203,1.166,0.341,0.439,0.546,0.754,0.370,76.542,1.006,2.813,0.634,0.329,0.677,0.139,0.337,0.376,0.094,0.501,0.109,0.175,0.180,0.308,0.556,0.688,6,7,6,2,1,1,9,0,63
TCU,9,East,0.505,0.283,0.212,1.091,0.331,0.368,0.509,0.708,0.387,72.327,0.991,5.000,0.573,0.323,0.730,0.151,0.337,0.381,0.078,0.510,0.106,0.219,0.191,0.304,0.455,0.667,6,7,7,2,2,1,7,1,71
Iowa,9,South ,0.491,0.319,0.190,1.200,0.357,0.416,0.566,0.770,0.345,64.838,0.968,4.424,0.640,0.282,0.738,0.150,0.337,0.391,0.041,0.527,0.110,0.179,0.206,0.391,0.375,0.636,4,9,5,1,6,2,6,0,54
Utah State,9,West,0.500,0.305,0.194,1.188,0.351,0.407,0.566,0.706,0.387,70.419,0.980,3.485,0.659,0.311,0.699,0.150,0.339,0.409,0.052,0.496,0.123,0.167,0.200,0.389,0.889,0.818,4,4,9,1,9,1,5,0,81
St. Louis,9,Midwest,0.445,0.378,0.178,1.247,0.405,0.451,0.597,0.744,0.347,73.398,0.945,-1.750,0.660,0.293,0.746,0.171,0.300,0.416,0.055,0.448,0.096,0.164,0.158,0.372,0.500,0.844,2,1,6,3,6,1,13,0,112
Central Florida,10,East,0.532,0.291,0.178,1.120,0.362,0.344,0.528,0.740,0.308,72.774,0.992,2.125,0.572,0.327,0.731,0.154,0.340,0.397,0.050,0.524,0.078,0.193,0.155,0.352,0.875,0.656,5,8,6,3,4,0,6,0,37
Texas A&M,10,South ,0.428,0.370,0.203,1.154,0.362,0.463,0.542,0.737,0.374,75.961,0.992,2.156,0.611,0.298,0.688,0.143,0.317,0.415,0.052,0.508,0.107,0.203,0.179,0.356,0.700,0.656,5,8,4,3,4,0,8,0,68
Missouri,10,West,0.521,0.271,0.208,1.165,0.350,0.361,0.554,0.686,0.425,70.809,0.960,-0.531,0.633,0.327,0.713,0.175,0.365,0.431,0.059,0.514,0.094,0.186,0.161,0.351,0.727,0.625,5,7,4,5,3,0,8,0,59
Santa Clara,10,Midwest,0.485,0.366,0.148,1.143,0.349,0.450,0.546,0.740,0.258,71.163,1.005,5.061,0.617,0.350,0.693,0.153,0.330,0.382,0.066,0.518,0.123,0.214,0.196,0.383,0.500,0.758,2,6,6,1,10,0,7,1,90
South Florida,11,East,0.439,0.331,0.230,1.111,0.333,0.440,0.512,0.742,0.412,77.336,1.016,5.161,0.600,0.358,0.712,0.147,0.343,0.396,0.066,0.487,0.114,0.172,0.181,0.389,0.333,0.742,3,3,4,3,7,2,9,0,95
VCU,11,South ,0.418,0.331,0.225,1.196,0.364,0.438,0.542,0.741,0.440,69.246,0.989,2.324,0.591,0.318,0.730,0.150,0.331,0.345,0.074,0.488,0.103,0.178,0.168,0.331,0.600,0.794,2,5,4,2,9,0,11,0,92
Texas,11,West,0.493,0.265,0.243,1.175,0.349,0.362,0.542,0.753,0.462,70.784,0.996,1.516,0.617,0.343,0.761,0.149,0.360,0.333,0.050,0.512,0.079,0.170,0.131,0.407,0.375,0.548,6,9,1,4,3,1,7,0,61
Miami (OH),11,Midwest,0.459,0.338,0.203,1.247,0.375,0.446,0.592,0.750,0.402,74.037,0.946,-0.103,0.667,0.230,0.737,0.142,0.330,0.368,0.051,0.508,0.095,0.173,0.171,0.309,0.900,0.966,0,0,3,0,10,0,15,1,296
Northern Iowa,12,East,0.530,0.328,0.142,1.125,0.349,0.396,0.542,0.697,0.257,65.260,0.945,0.735,0.602,0.198,0.755,0.142,0.289,0.415,0.057,0.472,0.095,0.167,0.178,0.293,0.300,0.647,0,2,4,6,7,4,11,0,121
McNeese ,12,South ,0.526,0.256,0.218,1.102,0.316,0.351,0.510,0.740,0.383,69.168,1.014,7.935,0.566,0.336,0.683,0.139,0.325,0.468,0.084,0.489,0.149,0.178,0.239,0.421,0.750,0.839,0,2,2,2,8,0,16,1,192
High Point,12,West,0.461,0.313,0.225,1.174,0.344,0.429,0.547,0.742,0.429,73.186,1.006,6.645,0.637,0.307,0.700,0.127,0.319,0.414,0.064,0.501,0.142,0.176,0.214,0.364,0.800,0.871,0,0,0,2,5,2,22,0,346
Akron,12,Midwest,0.467,0.376,0.158,1.220,0.385,0.451,0.585,0.753,0.291,72.864,0.979,2.219,0.644,0.327,0.725,0.152,0.351,0.432,0.047,0.506,0.100,0.181,0.180,0.303,0.600,0.844,0,2,0,2,11,1,16,0,237
Cal Baptist,13,East,0.525,0.264,0.211,1.051,0.337,0.321,0.486,0.719,0.361,69.985,0.993,2.939,0.527,0.360,0.744,0.177,0.297,0.317,0.051,0.464,0.078,0.155,0.167,0.371,0.714,0.758,0,1,2,4,5,3,18,0,224
Troy,13,South ,0.447,0.347,0.205,1.113,0.332,0.456,0.519,0.738,0.363,71.670,0.981,0.387,0.603,0.330,0.700,0.166,0.313,0.384,0.056,0.501,0.101,0.184,0.165,0.321,0.625,0.645,1,0,2,1,4,7,13,3,196
Hawaii,13,West,0.490,0.278,0.232,1.126,0.316,0.397,0.520,0.738,0.424,74.507,0.937,-0.033,0.601,0.291,0.772,0.185,0.307,0.324,0.068,0.464,0.088,0.127,0.166,0.360,0.857,0.733,0,0,0,4,8,2,14,2,301
Hofstra,13,Midwest,0.433,0.374,0.193,1.106,0.368,0.431,0.515,0.759,0.325,67.773,0.997,0.406,0.544,0.336,0.719,0.157,0.323,0.406,0.062,0.459,0.071,0.185,0.146,0.354,0.429,0.688,0,1,2,2,10,4,10,3,162
North Dakota State,14,East,0.473,0.356,0.171,1.123,0.357,0.427,0.534,0.716,0.307,70.574,0.995,5.516,0.584,0.320,0.764,0.153,0.335,0.444,0.050,0.515,0.110,0.195,0.183,0.291,0.700,0.774,0,0,0,1,5,4,19,2,332
Penn,14,South ,0.480,0.325,0.195,1.072,0.387,0.350,0.503,0.695,0.352,71.031,0.984,2.143,0.510,0.286,0.714,0.151,0.317,0.393,0.052,0.517,0.093,0.208,0.173,0.275,0.500,0.607,0,2,0,4,6,3,10,2,145
Kennesaw State,14,West,0.436,0.327,0.237,1.095,0.337,0.429,0.507,0.700,0.451,74.888,0.990,2.161,0.584,0.336,0.729,0.162,0.339,0.383,0.091,0.485,0.090,0.164,0.156,0.475,0.600,0.581,0,1,0,3,6,5,12,4,182
Wright State,14,Midwest,0.528,0.266,0.206,1.162,0.361,0.337,0.544,0.745,0.380,70.963,0.969,0.938,0.599,0.312,0.727,0.159,0.336,0.342,0.075,0.521,0.100,0.170,0.161,0.335,0.600,0.656,0,1,0,2,5,6,16,2,268
Furman,15,East,0.480,0.351,0.170,1.145,0.333,0.463,0.548,0.698,0.321,68.821,0.951,-2.774,0.661,0.295,0.743,0.174,0.326,0.419,0.054,0.501,0.064,0.176,0.134,0.289,0.462,0.613,0,1,0,2,5,5,14,4,282
Idaho,15,South ,0.428,0.375,0.196,1.108,0.345,0.468,0.519,0.729,0.348,71.463,0.967,1.500,0.572,0.255,0.782,0.146,0.348,0.358,0.040,0.503,0.079,0.160,0.148,0.392,0.636,0.563,0,0,0,3,9,8,9,3,275
Queens ,15,West,0.447,0.359,0.194,1.197,0.359,0.468,0.566,0.749,0.363,73.067,0.974,-0.697,0.649,0.286,0.699,0.145,0.358,0.395,0.048,0.540,0.080,0.188,0.147,0.387,0.500,0.606,0,5,0,1,2,3,18,4,247
Tennessee State,15,Midwest,0.550,0.246,0.203,1.085,0.337,0.307,0.501,0.763,0.335,72.847,0.985,4.828,0.540,0.323,0.727,0.161,0.335,0.360,0.065,0.512,0.124,0.172,0.195,0.416,0.714,0.690,0,2,1,0,3,1,16,6,343
Siena,16,East,0.565,0.229,0.206,1.096,0.304,0.319,0.506,0.769,0.342,65.852,0.976,0.765,0.585,0.303,0.720,0.157,0.328,0.393,0.056,0.486,0.088,0.174,0.167,0.272,0.600,0.676,0,1,0,0,2,6,21,4,330
Prairie View A&M,16,South ,0.509,0.240,0.251,1.063,0.332,0.309,0.479,0.752,0.428,74.673,0.951,-0.742,0.512,0.244,0.664,0.157,0.350,0.327,0.082,0.504,0.093,0.172,0.187,0.439,0.385,0.452,0,4,0,1,0,1,14,11,354
LIU,16,West,0.580,0.242,0.179,1.114,0.361,0.290,0.533,0.668,0.347,70.050,0.960,0.824,0.576,0.337,0.703,0.186,0.319,0.332,0.093,0.498,0.112,0.181,0.185,0.341,0.750,0.706,0,2,0,2,1,3,23,3,336
Howard,16,Midwest,0.489,0.266,0.245,1.108,0.347,0.343,0.506,0.742,0.442,71.751,0.946,1.966,0.561,0.334,0.711,0.192,0.304,0.340,0.070,0.474,0.120,0.154,0.206,0.383,0.375,0.655,0,2,1,2,1,0,17,6,365
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
