Team,Seed,Region,% of Points from 2 ,% of Points from 3,% of Points from FT,True Shooting %,3P%,3P Rate,eFG,FT,FTR,Tempo,Effective Possession Ratio,Extra Scoring Chances/game,Non-blocked 2pt %,ORB %,DRB %,TO%,Opp. 3P%,Opp. 3P Rate,Block %,Def. eFG%,Steals per Possession,Opp. Asst./Poss,Opp. TO/poss,Opp. FTA/FGA,Close Game Win %,Win%,Q1W,Q1L,Q2W,Q2L,Q3W,Q3L,Q4W,Q4L,Strength of Schedule 
Northern Iowa,5,East,0.457,0.337,0.206,1.190,0.398,0.399,0.562,0.726,0.403,59.670,0.926,-0.424,0.588,0.245,0.753,0.176,0.315,0.381,0.050,0.451,0.100,0.156,0.189,0.267,0.750,0.909,,,,,,,,,104
Arkansas,5,West,0.531,0.257,0.212,1.082,0.350,0.311,0.502,0.724,0.373,72.532,0.996,5.853,0.528,0.344,0.685,0.162,0.353,0.313,0.085,0.486,0.107,0.173,0.220,0.385,0.636,0.765,,,,,,,,,59
Utah,5,South,0.464,0.323,0.213,1.174,0.402,0.378,0.556,0.702,0.428,64.477,0.951,0.290,0.590,0.303,0.750,0.174,0.316,0.283,0.097,0.427,0.090,0.138,0.179,0.345,0.400,0.742,,,,,,,,,74
West Virginia,5,Midwest,0.507,0.270,0.223,1.005,0.318,0.339,0.466,0.660,0.404,71.418,1.019,13.156,0.510,0.390,0.703,0.183,0.366,0.318,0.061,0.527,0.153,0.164,0.274,0.560,0.714,0.719,,,,,,,,,15
Providence,6,East,0.558,0.208,0.233,1.057,0.310,0.284,0.486,0.710,0.416,68.091,0.972,2.727,0.536,0.324,0.728,0.174,0.333,0.358,0.087,0.481,0.106,0.179,0.190,0.385,0.750,0.667,,,,,,,,,19
Xavier,6,West,0.537,0.257,0.207,1.132,0.349,0.328,0.530,0.725,0.381,68.620,0.947,1.353,0.593,0.291,0.750,0.176,0.349,0.373,0.052,0.503,0.089,0.190,0.188,0.345,0.400,0.618,,,,,,,,,18
SMU,6,South,0.589,0.182,0.229,1.123,0.360,0.229,0.524,0.705,0.441,64.800,0.960,1.531,0.569,0.353,0.737,0.192,0.322,0.458,0.076,0.455,0.105,0.193,0.194,0.312,1.000,0.813,,,,,,,,,91
Butler,6,Midwest,0.533,0.248,0.219,1.054,0.358,0.290,0.491,0.680,0.405,67.196,0.977,4.375,0.530,0.322,0.773,0.169,0.306,0.339,0.056,0.468,0.095,0.165,0.187,0.333,0.667,0.688,,,,,,,,,25
Michigan State,7,East,0.528,0.314,0.158,1.110,0.386,0.347,0.538,0.633,0.319,66.656,0.979,2.647,0.557,0.336,0.780,0.175,0.323,0.353,0.085,0.457,0.080,0.162,0.165,0.377,0.444,0.676,,,,,,,,,3
VCU,7,West,0.464,0.335,0.201,1.037,0.342,0.399,0.488,0.656,0.375,69.696,1.000,7.657,0.521,0.300,0.720,0.152,0.344,0.353,0.082,0.493,0.139,0.185,0.232,0.377,0.500,0.743,,,,,,,,,54
Iowa,7,South,0.520,0.244,0.236,1.053,0.332,0.307,0.478,0.745,0.396,66.654,0.992,2.750,0.517,0.339,0.719,0.169,0.324,0.365,0.084,0.451,0.098,0.176,0.188,0.292,0.429,0.656,,,,,,,,,11
Wichita State,7,Midwest,0.503,0.302,0.195,1.078,0.359,0.353,0.507,0.692,0.354,63.391,1.009,7.548,0.543,0.335,0.774,0.148,0.345,0.297,0.078,0.452,0.111,0.136,0.209,0.369,0.600,0.871,,,,,,,,,98
NC State,8,East,0.517,0.283,0.200,1.057,0.361,0.324,0.496,0.683,0.362,66.690,0.999,0.576,0.527,0.328,0.717,0.158,0.332,0.313,0.093,0.455,0.059,0.177,0.150,0.341,0.300,0.606,,,,,,,,,8
Oregon,8,West,0.527,0.295,0.179,1.113,0.367,0.339,0.521,0.767,0.295,70.536,0.959,-1.061,0.543,0.287,0.708,0.165,0.333,0.325,0.072,0.478,0.080,0.170,0.164,0.353,1.000,0.727,,,,,,,,,61
San Diego State,8,South,0.551,0.253,0.196,0.992,0.321,0.305,0.467,0.630,0.362,62.840,0.983,3.848,0.516,0.336,0.720,0.181,0.306,0.323,0.095,0.427,0.106,0.143,0.208,0.267,0.700,0.758,,,,,,,,,79
Cincinnati,8,Midwest,0.556,0.242,0.202,1.070,0.333,0.306,0.504,0.674,0.378,61.701,0.950,0.219,0.550,0.360,0.707,0.207,0.329,0.334,0.104,0.445,0.106,0.180,0.197,0.254,0.286,0.688,,,,,,,,,80
LSU,9,East,0.580,0.234,0.186,1.070,0.339,0.285,0.505,0.689,0.334,73.057,0.941,-2.313,0.552,0.316,0.686,0.200,0.313,0.290,0.100,0.446,0.101,0.161,0.188,0.301,0.545,0.688,,,,,,,,,67
Oklahoma State,9,West,0.466,0.310,0.224,1.086,0.346,0.386,0.501,0.731,0.397,66.154,0.928,-0.867,0.551,0.246,0.690,0.181,0.342,0.321,0.096,0.460,0.117,0.169,0.207,0.421,0.500,0.567,,,,,,,,,24
St. John's,9,South,0.538,0.259,0.202,1.055,0.351,0.305,0.493,0.691,0.362,69.654,0.969,-0.194,0.523,0.257,0.674,0.152,0.324,0.354,0.112,0.461,0.107,0.195,0.189,0.326,0.400,0.645,,,,,,,,,39
Purdue,9,Midwest,0.528,0.248,0.223,1.087,0.335,0.323,0.507,0.685,0.425,67.664,0.954,-0.030,0.559,0.348,0.727,0.193,0.350,0.310,0.095,0.455,0.081,0.167,0.172,0.385,0.667,0.636,,,,,,,,,30
Georgia,10,East,0.501,0.247,0.252,1.065,0.344,0.313,0.489,0.689,0.478,68.068,0.950,-1.094,0.534,0.307,0.742,0.188,0.310,0.354,0.082,0.442,0.083,0.152,0.164,0.343,0.636,0.656,,,,,,,,,44
Ohio State,10,West,0.552,0.270,0.178,1.140,0.372,0.321,0.546,0.678,0.348,68.016,0.978,3.758,0.583,0.324,0.712,0.167,0.320,0.377,0.092,0.466,0.116,0.190,0.215,0.274,0.500,0.697,,,,,,,,,34
Davidson,10,South,0.440,0.407,0.154,1.163,0.393,0.457,0.560,0.702,0.290,68.897,0.988,1.233,0.609,0.284,0.709,0.140,0.298,0.331,0.050,0.491,0.079,0.185,0.170,0.354,0.600,0.767,,,,,,,,,70
Indiana,10,Midwest,0.462,0.361,0.176,1.147,0.404,0.395,0.546,0.715,0.327,68.830,0.980,0.091,0.575,0.328,0.710,0.166,0.328,0.307,0.055,0.505,0.074,0.184,0.157,0.321,0.444,0.606,,,,,,,,,33
Dayton,11,East,0.477,0.284,0.239,1.128,0.351,0.374,0.528,0.683,0.486,66.110,0.916,0.242,0.599,0.212,0.744,0.173,0.318,0.328,0.048,0.473,0.105,0.183,0.206,0.311,0.750,0.758,,,,,,,,,77
Ole Miss,11,West,0.505,0.266,0.230,1.064,0.337,0.329,0.482,0.774,0.372,69.608,0.986,2.061,0.518,0.325,0.709,0.162,0.355,0.400,0.068,0.473,0.095,0.203,0.183,0.413,0.385,0.636,,,,,,,,,63
UCLA,11,South,0.542,0.259,0.199,1.052,0.363,0.293,0.494,0.676,0.363,69.647,0.979,2.606,0.514,0.315,0.741,0.171,0.355,0.391,0.066,0.487,0.098,0.198,0.181,0.328,0.600,0.606,,,,,,,,,53
Texas,11,Midwest,0.511,0.276,0.213,1.067,0.339,0.340,0.494,0.724,0.369,65.804,0.971,-1.394,0.532,0.375,0.753,0.194,0.348,0.309,0.140,0.422,0.057,0.158,0.137,0.342,0.333,0.606,,,,,,,,,16
Wyoming,12,East,0.493,0.288,0.218,1.116,0.323,0.397,0.521,0.709,0.410,61.211,0.900,-2.094,0.597,0.199,0.760,0.183,0.344,0.352,0.057,0.467,0.090,0.164,0.176,0.267,0.727,0.719,,,,,,,,,186
Wofford,12,West,0.514,0.283,0.203,1.096,0.371,0.329,0.516,0.690,0.380,63.506,0.953,2.063,0.549,0.274,0.741,0.169,0.308,0.318,0.050,0.469,0.101,0.141,0.197,0.365,0.833,0.813,,,,,,,,,192
SF Austin,12,South,0.495,0.289,0.217,1.194,0.381,0.362,0.562,0.732,0.425,69.679,0.950,5.000,0.617,0.364,0.724,0.198,0.336,0.278,0.068,0.488,0.104,0.150,0.238,0.490,0.667,0.867,,,,,,,,,235
Buffalo,12,Midwest,0.520,0.241,0.239,1.064,0.340,0.302,0.486,0.722,0.423,70.823,0.994,3.906,0.519,0.323,0.721,0.159,0.330,0.381,0.070,0.485,0.108,0.168,0.192,0.338,0.556,0.719,,,,,,,,,111
UC Irvine,13,East,0.542,0.285,0.173,1.068,0.383,0.305,0.507,0.683,0.310,65.804,0.955,-1.774,0.517,0.285,0.699,0.176,0.336,0.291,0.085,0.447,0.085,0.165,0.169,0.363,0.375,0.613,,,,,,,,,164
Harvard,13,West,0.550,0.222,0.228,1.033,0.341,0.265,0.473,0.715,0.390,63.770,0.963,2.889,0.499,0.314,0.762,0.182,0.334,0.323,0.088,0.461,0.105,0.168,0.193,0.331,0.857,0.741,,,,,,,,,127
Eastern Washington,13,South,0.437,0.377,0.187,1.165,0.396,0.432,0.554,0.714,0.356,70.294,0.966,0.516,0.593,0.271,0.709,0.156,0.384,0.350,0.080,0.520,0.089,0.213,0.174,0.352,0.667,0.742,,,,,,,,,273
Valparaiso,13,Midwest,0.505,0.298,0.197,1.091,0.381,0.334,0.514,0.687,0.367,65.463,0.959,1.600,0.535,0.329,0.755,0.185,0.330,0.369,0.082,0.449,0.086,0.175,0.182,0.327,0.778,0.833,,,,,,,,,287
Albany,14,East,0.486,0.282,0.232,1.098,0.360,0.341,0.501,0.761,0.399,62.966,0.946,2.281,0.537,0.313,0.763,0.186,0.365,0.417,0.033,0.496,0.090,0.184,0.198,0.304,0.636,0.750,,,,,,,,,247
Georgia State,14,West,0.588,0.199,0.213,1.117,0.320,0.274,0.519,0.734,0.384,66.530,0.961,1.844,0.570,0.289,0.674,0.160,0.326,0.420,0.080,0.450,0.134,0.193,0.223,0.394,0.500,0.719,,,,,,,,,156
UAB,14,South,0.535,0.242,0.223,1.045,0.332,0.299,0.478,0.739,0.372,69.250,0.946,-0.515,0.521,0.321,0.694,0.199,0.318,0.322,0.092,0.472,0.095,0.171,0.193,0.341,0.417,0.545,,,,,,,,,131
Northeastern,14,Midwest,0.524,0.257,0.219,1.163,0.388,0.308,0.546,0.724,0.422,65.568,0.900,-3.559,0.587,0.274,0.769,0.209,0.344,0.291,0.068,0.496,0.081,0.188,0.153,0.247,0.500,0.676,,,,,,,,,146
Belmont,15,East,0.431,0.401,0.167,1.174,0.379,0.480,0.565,0.690,0.330,68.690,0.912,-2.484,0.643,0.267,0.716,0.200,0.343,0.369,0.034,0.513,0.093,0.193,0.184,0.277,0.733,0.677,,,,,,,,,160
Texas Southern,15,West,0.530,0.233,0.237,1.061,0.320,0.314,0.494,0.662,0.465,68.198,0.940,-1.500,0.559,0.305,0.687,0.192,0.342,0.285,0.055,0.489,0.090,0.176,0.180,0.326,0.667,0.647,,,,,,,,,107
North Dakota State,15,South,0.471,0.325,0.203,1.054,0.378,0.354,0.492,0.694,0.362,63.370,0.962,1.667,0.487,0.248,0.792,0.157,0.364,0.330,0.071,0.478,0.072,0.174,0.162,0.300,0.778,0.700,,,,,,,,,236
New Mexico State,15,Midwest,0.556,0.206,0.237,1.102,0.364,0.253,0.510,0.707,0.449,64.623,0.959,1.903,0.527,0.397,0.718,0.215,0.295,0.234,0.070,0.458,0.097,0.170,0.201,0.326,0.500,0.677,,,,,,,,,216
Lafayette,16,East,0.503,0.323,0.174,1.188,0.414,0.354,0.563,0.765,0.310,66.470,0.938,-2.935,0.580,0.263,0.670,0.171,0.376,0.371,0.044,0.529,0.082,0.207,0.170,0.276,0.636,0.613,,,,,,,,,204
Coastal Carolina,16,West,0.497,0.285,0.218,1.074,0.354,0.342,0.499,0.703,0.396,66.400,0.982,1.517,0.522,0.333,0.744,0.173,0.335,0.394,0.061,0.471,0.095,0.177,0.166,0.356,0.667,0.690,,,,,,,,,318
Robert Morris,16,South,0.519,0.278,0.203,1.082,0.380,0.309,0.505,0.714,0.360,69.092,0.924,-1.667,0.524,0.291,0.651,0.204,0.334,0.362,0.053,0.484,0.124,0.210,0.217,0.376,0.636,0.576,,,,,,,,,207
Hampton,16,Midwest,0.514,0.249,0.237,0.997,0.305,0.327,0.460,0.648,0.440,71.646,0.945,1.265,0.512,0.305,0.728,0.199,0.340,0.306,0.074,0.464,0.093,0.144,0.197,0.455,0.545,0.500,,,,,,,,,246
