Team,Seed,Region,% of Points from 2 ,% of Points from 3,% of Points from FT,True Shooting %,3P%,3P Rate,eFG,FT,FTR,Tempo,Effective Possession Ratio,Extra Scoring Chances/game,Non-blocked 2pt %,ORB %,DRB %,TO%,Opp. 3P%,Opp. 3P Rate,Block %,Def. eFG%,Steals per Possession,Opp. Asst./Poss,Opp. TO/poss,Opp. FTA/FGA,Close Game Win %,Win%,Q1W,Q1L,Q2W,Q2L,Q3W,Q3L,Q4W,Q4L,Strength of Schedule 
Temple,5,Midwest,0.527,0.285,0.188,1.125,0.397,0.313,0.531,0.719,0.342,70.124,0.956,0.281,0.549,0.303,0.696,0.176,0.340,0.287,0.072,0.483,0.102,0.172,0.189,0.332,0.875,0.750,,,,,,,,,60
Cincinnati,6,East,0.527,0.307,0.167,1.007,0.339,0.346,0.479,0.644,0.297,66.420,1.021,5.306,0.506,0.348,0.681,0.158,0.319,0.311,0.082,0.459,0.123,0.189,0.210,0.257,0.667,0.722,,,,,,,,,28
Murray State,6,West,0.469,0.297,0.234,1.150,0.395,0.351,0.535,0.722,0.453,68.221,0.936,1.633,0.548,0.332,0.683,0.201,0.292,0.272,0.080,0.456,0.117,0.152,0.235,0.347,0.800,0.933,,,,,,,,,288
UNLV,6,South,0.484,0.331,0.186,1.108,0.367,0.389,0.527,0.680,0.353,71.718,0.954,1.939,0.550,0.313,0.721,0.188,0.336,0.328,0.087,0.463,0.116,0.162,0.206,0.340,0.500,0.727,,,,,,,,,63
San Diego State,6,Midwest,0.556,0.243,0.201,1.072,0.339,0.299,0.501,0.704,0.358,68.593,0.948,0.344,0.541,0.289,0.746,0.182,0.337,0.355,0.041,0.470,0.078,0.176,0.179,0.288,0.750,0.750,,,,,,,,,70
Gonzaga,7,East,0.499,0.265,0.236,1.149,0.380,0.325,0.535,0.716,0.462,68.251,0.943,0.485,0.558,0.320,0.745,0.187,0.310,0.342,0.056,0.466,0.099,0.165,0.186,0.275,0.333,0.788,,,,,,,,,83
Florida,7,West,0.439,0.384,0.177,1.154,0.383,0.446,0.550,0.711,0.334,67.524,0.980,2.771,0.584,0.320,0.719,0.164,0.343,0.321,0.058,0.481,0.095,0.182,0.188,0.301,0.333,0.714,,,,,,,,,27
Notre Dame,7,South,0.496,0.294,0.210,1.065,0.332,0.369,0.495,0.704,0.374,63.749,0.984,0.029,0.540,0.291,0.701,0.155,0.314,0.280,0.060,0.458,0.082,0.194,0.165,0.256,0.625,0.647,,,,,,,,,33
Saint Mary's,7,Midwest,0.500,0.289,0.211,1.139,0.337,0.385,0.533,0.731,0.389,65.868,0.985,3.452,0.594,0.358,0.762,0.177,0.366,0.268,0.054,0.484,0.101,0.177,0.180,0.291,0.750,0.806,,,,,,,,,131
Kansas State,8,East,0.537,0.234,0.229,1.051,0.335,0.295,0.489,0.671,0.432,69.375,0.977,4.515,0.526,0.390,0.690,0.204,0.325,0.313,0.088,0.460,0.087,0.163,0.228,0.418,0.375,0.667,,,,,,,,,26
Memphis,8,West,0.572,0.212,0.215,1.151,0.362,0.269,0.540,0.717,0.413,69.554,0.933,-0.800,0.591,0.288,0.698,0.182,0.312,0.310,0.101,0.434,0.115,0.156,0.200,0.383,0.444,0.743,,,,,,,,,66
Iowa State,8,South,0.445,0.353,0.202,1.114,0.373,0.416,0.526,0.688,0.387,68.289,0.964,0.529,0.558,0.314,0.746,0.180,0.306,0.319,0.049,0.486,0.084,0.193,0.166,0.265,0.800,0.676,,,,,,,,,39
Creighton,8,Midwest,0.496,0.311,0.193,1.213,0.424,0.350,0.578,0.727,0.380,68.809,0.948,-1.514,0.599,0.295,0.755,0.173,0.361,0.308,0.040,0.497,0.070,0.191,0.148,0.293,0.889,0.829,,,,,,,,,88
Southern Miss,9,East,0.494,0.265,0.241,1.024,0.355,0.302,0.462,0.736,0.399,67.210,1.020,7.531,0.491,0.348,0.737,0.156,0.356,0.301,0.056,0.504,0.088,0.167,0.204,0.406,0.786,0.719,,,,,,,,,115
Saint Louis,9,West,0.492,0.310,0.198,1.104,0.366,0.365,0.518,0.719,0.355,65.020,0.955,4.303,0.559,0.286,0.740,0.172,0.316,0.256,0.059,0.451,0.106,0.135,0.224,0.372,0.333,0.758,,,,,,,,,73
UConn,9,South,0.576,0.238,0.186,1.056,0.332,0.293,0.500,0.662,0.346,66.356,0.982,-1.706,0.537,0.362,0.674,0.182,0.344,0.351,0.115,0.446,0.088,0.181,0.159,0.253,0.364,0.588,,,,,,,,,23
Alabama,9,Midwest,0.601,0.191,0.207,1.058,0.289,0.273,0.491,0.711,0.362,64.751,0.944,-0.121,0.567,0.316,0.707,0.197,0.289,0.332,0.080,0.437,0.112,0.161,0.202,0.382,0.167,0.636,,,,,,,,,46
West Virginia,10,East,0.566,0.223,0.211,1.036,0.298,0.305,0.483,0.671,0.386,68.202,1.003,4.939,0.544,0.385,0.716,0.183,0.323,0.305,0.047,0.498,0.093,0.183,0.196,0.312,0.400,0.576,,,,,,,,,30
Virginia,10,West,0.566,0.233,0.202,1.086,0.330,0.298,0.507,0.722,0.354,62.471,0.924,0.969,0.548,0.250,0.765,0.183,0.289,0.324,0.055,0.447,0.104,0.135,0.203,0.312,0.462,0.688,,,,,,,,,51
Xavier,10,South,0.568,0.210,0.222,1.072,0.356,0.252,0.498,0.692,0.412,69.867,0.951,-0.057,0.532,0.302,0.724,0.181,0.305,0.359,0.065,0.453,0.085,0.189,0.179,0.358,0.667,0.657,,,,,,,,,48
Purdue,10,Midwest,0.481,0.339,0.180,1.071,0.377,0.373,0.511,0.656,0.341,66.178,1.007,4.286,0.525,0.291,0.705,0.130,0.344,0.336,0.059,0.499,0.098,0.187,0.187,0.338,0.538,0.629,,,,,,,,,7
Texas,11,East,0.517,0.239,0.243,1.066,0.328,0.312,0.485,0.733,0.426,68.753,0.989,2.353,0.528,0.365,0.674,0.179,0.348,0.307,0.067,0.469,0.099,0.162,0.195,0.415,0.222,0.588,,,,,,,,,15
Colorado State,11,West,0.513,0.253,0.235,1.152,0.400,0.292,0.530,0.768,0.423,66.237,0.920,-1.906,0.552,0.269,0.726,0.189,0.355,0.382,0.035,0.503,0.081,0.187,0.178,0.394,0.667,0.625,,,,,,,,,77
Colorado,11,South,0.517,0.253,0.230,1.066,0.346,0.313,0.495,0.684,0.432,67.057,0.932,-1.471,0.543,0.273,0.733,0.189,0.331,0.350,0.058,0.469,0.087,0.166,0.178,0.320,0.900,0.647,,,,,,,,,103
NC State,11,Midwest,0.580,0.218,0.202,1.088,0.358,0.259,0.510,0.703,0.366,69.242,0.972,0.667,0.543,0.345,0.718,0.183,0.338,0.335,0.069,0.473,0.097,0.165,0.173,0.321,0.667,0.667,,,,,,,,,34
Harvard,12,East,0.498,0.271,0.231,1.139,0.356,0.347,0.525,0.751,0.420,62.317,0.920,-0.267,0.579,0.291,0.754,0.197,0.341,0.271,0.085,0.454,0.093,0.157,0.194,0.302,0.833,0.833,,,,,,,,,194
Long Beach State,12,West,0.520,0.266,0.214,1.108,0.355,0.333,0.523,0.670,0.425,68.939,0.964,2.531,0.564,0.335,0.710,0.185,0.342,0.320,0.048,0.477,0.098,0.185,0.209,0.279,0.200,0.719,,,,,,,,,95
VCU,12,South,0.466,0.327,0.207,1.023,0.334,0.392,0.476,0.685,0.363,66.778,0.994,7.694,0.521,0.320,0.682,0.167,0.321,0.302,0.073,0.472,0.158,0.149,0.262,0.367,0.750,0.806,,,,,,,,,127
South Florida,12,Midwest,0.564,0.236,0.200,1.040,0.312,0.305,0.483,0.710,0.341,60.935,0.930,-2.457,0.544,0.317,0.707,0.211,0.307,0.323,0.070,0.441,0.092,0.185,0.178,0.323,0.500,0.600,,,,,,,,,37
Montana,13,East,0.519,0.268,0.213,1.123,0.382,0.312,0.525,0.718,0.395,67.588,0.928,-0.367,0.561,0.252,0.690,0.181,0.333,0.294,0.070,0.453,0.106,0.142,0.214,0.390,0.750,0.767,,,,,,,,,320
Davidson,13,West,0.486,0.298,0.216,1.107,0.337,0.382,0.509,0.767,0.367,70.635,0.984,3.063,0.567,0.335,0.756,0.167,0.339,0.273,0.064,0.472,0.076,0.147,0.170,0.417,0.750,0.750,,,,,,,,,183
New Mexico State,13,South,0.569,0.177,0.253,1.095,0.328,0.246,0.510,0.665,0.519,71.933,0.979,3.618,0.558,0.403,0.726,0.202,0.325,0.313,0.072,0.483,0.093,0.186,0.198,0.328,0.429,0.706,,,,,,,,,208
Ohio,13,Midwest,0.482,0.312,0.206,1.054,0.338,0.381,0.492,0.689,0.372,67.929,0.967,5.143,0.535,0.340,0.670,0.190,0.299,0.356,0.053,0.472,0.138,0.163,0.252,0.427,0.667,0.800,,,,,,,,,132
St. Bonaventure,14,East,0.529,0.232,0.240,1.113,0.345,0.299,0.508,0.761,0.421,66.956,0.944,-0.219,0.544,0.358,0.714,0.209,0.326,0.330,0.077,0.471,0.087,0.182,0.185,0.373,0.500,0.625,,,,,,,,,71
BYU,14,West,0.540,0.262,0.198,1.106,0.349,0.325,0.520,0.703,0.365,74.667,0.944,3.303,0.557,0.277,0.760,0.176,0.316,0.360,0.075,0.477,0.112,0.186,0.207,0.343,0.750,0.727,,,,,,,,,117
South Dakota State,14,South,0.464,0.325,0.211,1.147,0.390,0.378,0.537,0.727,0.396,67.776,0.973,2.576,0.549,0.287,0.728,0.152,0.326,0.317,0.033,0.500,0.096,0.181,0.186,0.298,0.667,0.758,,,,,,,,,255
Belmont,14,Midwest,0.467,0.329,0.204,1.178,0.381,0.401,0.555,0.735,0.387,70.174,0.970,1.588,0.622,0.319,0.689,0.169,0.338,0.308,0.039,0.483,0.103,0.184,0.200,0.356,0.444,0.765,,,,,,,,,160
Loyola ,15,East,0.532,0.221,0.247,1.040,0.340,0.272,0.472,0.719,0.430,66.754,0.970,2.697,0.508,0.364,0.687,0.194,0.360,0.271,0.085,0.477,0.116,0.168,0.210,0.399,0.750,0.727,,,,,,,,,164
Norfolk State,15,West,0.544,0.235,0.221,1.055,0.315,0.316,0.494,0.659,0.424,70.471,0.937,-1.353,0.550,0.323,0.696,0.202,0.313,0.332,0.079,0.464,0.089,0.159,0.186,0.373,0.800,0.735,,,,,,,,,246
Lehigh,15,South,0.486,0.289,0.224,1.100,0.347,0.360,0.504,0.766,0.380,70.521,0.966,3.529,0.552,0.287,0.721,0.160,0.332,0.325,0.052,0.472,0.110,0.183,0.206,0.337,0.714,0.765,,,,,,,,,239
Detroit,15,Midwest,0.563,0.188,0.249,1.061,0.291,0.276,0.480,0.736,0.433,68.308,0.967,3.618,0.533,0.340,0.695,0.183,0.369,0.345,0.085,0.509,0.108,0.191,0.217,0.389,0.538,0.588,,,,,,,,,170
UNC Asheville,16,East,0.490,0.249,0.261,1.160,0.350,0.338,0.526,0.774,0.481,71.113,0.948,0.613,0.583,0.319,0.659,0.186,0.349,0.347,0.038,0.513,0.111,0.210,0.215,0.363,0.333,0.677,,,,,,,,,224
Long Island,16,West,0.502,0.244,0.254,1.155,0.371,0.312,0.532,0.730,0.497,76.509,0.921,-4.794,0.578,0.320,0.666,0.207,0.328,0.275,0.049,0.494,0.079,0.204,0.178,0.220,1.000,0.735,,,,,,,,,283
Western Kentucky,16,South,0.505,0.257,0.237,0.977,0.305,0.328,0.443,0.688,0.401,70.329,0.941,0.286,0.492,0.321,0.694,0.214,0.326,0.258,0.075,0.474,0.079,0.167,0.204,0.389,0.643,0.457,,,,,,,,,161
Vermont,16,Midwest,0.544,0.237,0.219,1.072,0.340,0.293,0.493,0.739,0.373,65.008,0.965,0.722,0.532,0.329,0.708,0.184,0.317,0.312,0.045,0.455,0.094,0.153,0.191,0.333,0.500,0.667,,,,,,,,,231
