Team,Seed,Region,% of Points from 2 ,% of Points from 3,% of Points from FT,True Shooting %,3P%,3P Rate,eFG,FT,FTR,Tempo,Effective Possession Ratio,Extra Scoring Chances/game,Non-blocked 2pt %,ORB %,DRB %,TO%,Opp. 3P%,Opp. 3P Rate,Block %,Def. eFG%,Steals per Possession,Opp. Asst./Poss,Opp. TO/poss,Opp. FTA/FGA,Close Game Win %,Win%,Q1W,Q1L,Q2W,Q2L,Q3W,Q3L,Q4W,Q4L,Strength of Schedule 
UCLA,3,South,0.527,0.329,0.144,1.233,0.405,0.376,0.595,0.745,0.269,76.228,0.962,-0.758,0.615,0.28,0.741,0.151,0.362,0.36,0.082,0.484,0.08,0.171,0.159,0.258,0.833,0.879,,,,,,,,,70
Oregon,3,Midwest,0.492,0.328,0.18,1.164,0.379,0.391,0.556,0.706,0.344,70.797,0.961,2.303,0.608,0.303,0.733,0.166,0.311,0.372,0.111,0.461,0.092,0.163,0.196,0.266,0.667,0.849,,,,,,,,,61
Florida,4,East,0.481,0.297,0.222,1.111,0.362,0.362,0.515,0.726,0.404,72.777,0.974,4.344,0.54,0.3,0.733,0.162,0.307,0.316,0.081,0.457,0.104,0.131,0.206,0.34,0.375,0.75,,,,,,,,,9
West Virginia,4,West,0.523,0.277,0.2,1.096,0.361,0.33,0.518,0.678,0.382,74.39,1.007,11.735,0.556,0.369,0.702,0.165,0.349,0.363,0.089,0.487,0.14,0.162,0.275,0.422,0.444,0.765,,,,,,,,,25
Butler,4,South,0.502,0.301,0.197,1.16,0.363,0.375,0.546,0.74,0.362,68.777,0.962,3.355,0.592,0.262,0.745,0.148,0.334,0.376,0.052,0.507,0.091,0.149,0.197,0.375,0.6,0.742,,,,,,,,,18
Purdue,4,Midwest,0.473,0.337,0.19,1.183,0.406,0.38,0.557,0.764,0.343,72.217,0.938,-0.156,0.576,0.292,0.775,0.181,0.323,0.331,0.041,0.467,0.072,0.172,0.167,0.227,0.6,0.781,,,,,,,,,40
Virginia,5,East,0.538,0.315,0.147,1.106,0.393,0.332,0.529,0.708,0.257,62.607,0.965,4.594,0.541,0.264,0.786,0.152,0.313,0.396,0.084,0.458,0.09,0.154,0.206,0.34,0.429,0.688,,,,,,,,,6
Notre Dame,5,West,0.465,0.362,0.173,1.15,0.386,0.408,0.54,0.799,0.282,69.638,0.975,1.529,0.579,0.248,0.707,0.136,0.337,0.346,0.064,0.489,0.103,0.185,0.184,0.266,0.7,0.735,,,,,,,,,14
Minnesota,5,South,0.531,0.245,0.223,1.053,0.345,0.297,0.486,0.707,0.395,74.415,0.969,0.939,0.518,0.274,0.739,0.157,0.305,0.335,0.107,0.449,0.077,0.18,0.171,0.287,0.625,0.727,,,,,,,,,47
Iowa State,5,Midwest,0.481,0.37,0.149,1.139,0.402,0.395,0.548,0.696,0.276,73.303,0.971,1.606,0.564,0.24,0.697,0.138,0.348,0.356,0.058,0.49,0.108,0.184,0.196,0.257,0.583,0.697,,,,,,,,,2
SMU,6,East,0.484,0.328,0.188,1.151,0.406,0.363,0.548,0.696,0.365,65.189,0.997,3.529,0.56,0.368,0.758,0.166,0.322,0.453,0.062,0.457,0.088,0.181,0.18,0.245,0.667,0.882,,,,,,,,,80
Maryland,6,West,0.456,0.339,0.204,1.118,0.367,0.408,0.526,0.701,0.386,69.947,0.937,-2.355,0.574,0.278,0.699,0.186,0.34,0.325,0.079,0.471,0.074,0.161,0.175,0.323,0.75,0.742,,,,,,,,,58
Cincinnati,6,South,0.524,0.299,0.177,1.088,0.344,0.364,0.517,0.683,0.326,67.674,1.013,6.294,0.565,0.346,0.739,0.149,0.34,0.369,0.09,0.448,0.111,0.163,0.202,0.296,0.667,0.853,,,,,,,,,75
Creighton,6,Midwest,0.539,0.32,0.141,1.192,0.401,0.359,0.58,0.683,0.279,74.034,0.92,-1.242,0.613,0.217,0.724,0.168,0.334,0.369,0.048,0.5,0.083,0.173,0.192,0.285,0.6,0.727,,,,,,,,,45
South Carolina,7,East,0.493,0.279,0.228,1.018,0.334,0.337,0.467,0.692,0.399,72.48,0.962,5.226,0.495,0.319,0.696,0.185,0.296,0.339,0.07,0.45,0.109,0.13,0.24,0.467,0.5,0.677,,,,,,,,,39
Sant Mary's,7,West,0.486,0.367,0.147,1.205,0.399,0.416,0.579,0.748,0.266,62.008,0.966,1.281,0.609,0.318,0.806,0.17,0.303,0.282,0.061,0.452,0.067,0.145,0.151,0.255,1,0.875,,,,,,,,,104
Dayton,7,South,0.461,0.321,0.218,1.147,0.387,0.384,0.542,0.691,0.437,71.36,0.931,1.867,0.579,0.229,0.761,0.167,0.324,0.394,0.068,0.477,0.104,0.178,0.203,0.346,0.556,0.767,,,,,,,,,84
Michigan,7,Midwest,0.452,0.376,0.172,1.2,0.381,0.451,0.569,0.775,0.305,65.458,0.953,1.857,0.616,0.232,0.722,0.144,0.378,0.288,0.051,0.517,0.091,0.172,0.197,0.275,0.4,0.686,,,,,,,,,19
Wisconsin,8,East,0.518,0.315,0.166,1.077,0.356,0.366,0.517,0.644,0.321,66.854,0.997,5.912,0.554,0.338,0.774,0.164,0.377,0.334,0.066,0.473,0.103,0.152,0.194,0.264,0.8,0.735,,,,,,,,,24
Northwestern,8,West,0.511,0.3,0.188,1.068,0.341,0.359,0.497,0.751,0.307,68.41,0.972,0.765,0.543,0.276,0.715,0.154,0.335,0.343,0.089,0.46,0.074,0.176,0.175,0.355,0.5,0.676,,,,,,,,,43
Arkansas,8,South,0.532,0.245,0.223,1.12,0.364,0.298,0.515,0.762,0.388,73.305,0.971,0.353,0.544,0.303,0.689,0.16,0.332,0.374,0.078,0.482,0.103,0.172,0.179,0.393,0.857,0.735,,,,,,,,,54
Miami,8,Midwest,0.529,0.277,0.194,1.092,0.359,0.327,0.512,0.718,0.343,66.973,0.949,0.875,0.544,0.313,0.756,0.19,0.331,0.346,0.07,0.472,0.095,0.176,0.177,0.288,0.571,0.656,,,,,,,,,23
Virginia Tech,9,East,0.458,0.335,0.207,1.206,0.403,0.399,0.57,0.734,0.405,71.655,0.918,-3.563,0.621,0.212,0.714,0.169,0.36,0.354,0.045,0.509,0.056,0.188,0.164,0.269,0.667,0.688,,,,,,,,,26
Vanderbilt,9,West,0.377,0.417,0.206,1.129,0.377,0.486,0.523,0.776,0.349,68.66,0.921,-3.147,0.543,0.23,0.744,0.18,0.336,0.332,0.065,0.479,0.06,0.167,0.157,0.306,0.444,0.559,,,,,,,,,22
Seton Hall,9,South,0.554,0.251,0.195,1.058,0.337,0.309,0.502,0.643,0.379,71.232,0.972,2.844,0.545,0.339,0.769,0.19,0.34,0.343,0.044,0.49,0.097,0.169,0.172,0.361,0.583,0.656,,,,,,,,,27
Michigan State,9,Midwest,0.499,0.328,0.172,1.122,0.376,0.379,0.539,0.663,0.338,69.656,0.921,-3.152,0.575,0.287,0.749,0.203,0.347,0.328,0.083,0.463,0.064,0.185,0.158,0.352,0.444,0.576,,,,,,,,,16
Marquette,10,East,0.445,0.381,0.174,1.215,0.43,0.412,0.576,0.779,0.311,72.436,0.935,-0.613,0.588,0.249,0.718,0.168,0.369,0.341,0.062,0.519,0.102,0.22,0.182,0.359,0.375,0.613,,,,,,,,,36
VCU,10,West,0.566,0.233,0.201,1.091,0.334,0.297,0.511,0.707,0.363,71.582,0.956,3.588,0.566,0.295,0.752,0.175,0.338,0.313,0.072,0.471,0.105,0.147,0.205,0.398,0.714,0.765,,,,,,,,,83
Wichita State,10,South,0.465,0.32,0.215,1.165,0.407,0.364,0.546,0.734,0.408,71.916,0.983,6.03,0.558,0.32,0.802,0.155,0.309,0.389,0.068,0.439,0.094,0.145,0.193,0.353,0.5,0.879,,,,,,,,,116
Oklahoma State,10,Midwest,0.466,0.318,0.217,1.164,0.403,0.361,0.538,0.787,0.378,74.5,0.976,4.032,0.561,0.355,0.705,0.178,0.355,0.343,0.053,0.528,0.104,0.18,0.201,0.456,0.4,0.613,,,,,,,,,4
USC,11,East,0.491,0.299,0.209,1.116,0.363,0.361,0.519,0.739,0.372,72.602,0.977,1.455,0.553,0.293,0.707,0.153,0.365,0.365,0.086,0.497,0.1,0.2,0.177,0.239,0.7,0.727,,,,,,,,,69
Xavier,11,West,0.502,0.283,0.215,1.1,0.34,0.364,0.516,0.689,0.411,70.274,0.965,2.794,0.581,0.334,0.774,0.182,0.338,0.392,0.048,0.518,0.087,0.2,0.174,0.337,0.667,0.618,,,,,,,,,13
Kansas State,11,South,0.494,0.292,0.214,1.124,0.361,0.364,0.529,0.692,0.416,69.36,0.928,0.471,0.577,0.278,0.696,0.189,0.381,0.342,0.068,0.491,0.112,0.19,0.218,0.33,0.455,0.618,,,,,,,,,15
Rhode Island,11,Midwest,0.539,0.257,0.204,1.072,0.339,0.321,0.507,0.657,0.395,69.39,0.99,4.152,0.547,0.324,0.741,0.162,0.29,0.298,0.114,0.448,0.092,0.145,0.19,0.454,0.444,0.727,,,,,,,,,73
UNC-W,12,East,0.495,0.343,0.162,1.148,0.36,0.418,0.552,0.689,0.309,72.016,1.008,7.188,0.607,0.308,0.74,0.136,0.337,0.294,0.06,0.531,0.089,0.177,0.199,0.394,0.625,0.844,,,,,,,,,142
Princeton,12,West,0.435,0.419,0.146,1.12,0.381,0.459,0.535,0.736,0.249,66.2,0.956,3.786,0.551,0.225,0.775,0.149,0.344,0.373,0.061,0.489,0.103,0.161,0.202,0.317,1,0.786,,,,,,,,,140
Middle Tennessee,12,South,0.58,0.26,0.16,1.135,0.37,0.303,0.543,0.701,0.297,67.594,0.97,4.364,0.571,0.286,0.776,0.153,0.324,0.354,0.055,0.474,0.103,0.161,0.198,0.378,0.714,0.879,,,,,,,,,187
Nevada,12,Midwest,0.438,0.344,0.218,1.125,0.385,0.402,0.527,0.703,0.418,72.591,0.981,1.412,0.526,0.295,0.758,0.154,0.307,0.355,0.071,0.479,0.073,0.187,0.156,0.281,0.667,0.824,,,,,,,,,155
Eastern Tennessee State,13,East,0.503,0.283,0.214,1.182,0.382,0.352,0.561,0.698,0.438,73.947,0.908,1.156,0.615,0.278,0.753,0.202,0.356,0.394,0.087,0.485,0.116,0.147,0.217,0.378,0.571,0.781,,,,,,,,,175
Bucknell,13,West,0.493,0.321,0.185,1.157,0.377,0.386,0.554,0.679,0.372,71.689,0.923,0.265,0.597,0.258,0.751,0.185,0.34,0.318,0.067,0.479,0.1,0.168,0.194,0.327,0.571,0.765,,,,,,,,,213
Winthrop,13,South,0.426,0.367,0.207,1.143,0.38,0.436,0.537,0.719,0.389,74.517,0.932,-0.933,0.568,0.251,0.732,0.176,0.318,0.354,0.087,0.464,0.082,0.136,0.183,0.338,0.6,0.8,,,,,,,,,283
Vermont,13,Midwest,0.563,0.256,0.18,1.161,0.367,0.315,0.554,0.7,0.349,66.567,0.955,2.485,0.6,0.288,0.753,0.168,0.345,0.303,0.082,0.482,0.084,0.156,0.193,0.266,0.714,0.849,,,,,,,,,203
New Mexico State,14,East,0.485,0.287,0.229,1.132,0.334,0.391,0.528,0.709,0.441,71.002,0.97,2.4,0.576,0.358,0.74,0.193,0.301,0.33,0.061,0.474,0.069,0.152,0.189,0.353,0.75,0.833,,,,,,,,,324
Florida Gulf Coast,14,West,0.575,0.246,0.179,1.135,0.339,0.319,0.541,0.695,0.34,69.861,0.964,0.233,0.6,0.336,0.727,0.177,0.314,0.379,0.058,0.491,0.075,0.175,0.169,0.348,0.667,0.767,,,,,,,,,221
Kent State,14,South,0.527,0.275,0.198,1.037,0.314,0.35,0.481,0.717,0.33,73.361,0.999,4.559,0.516,0.373,0.724,0.178,0.35,0.357,0.062,0.496,0.085,0.179,0.188,0.342,0.563,0.618,,,,,,,,,193
Iona,14,Midwest,0.452,0.364,0.183,1.14,0.397,0.4,0.534,0.77,0.312,74.515,0.95,-1.235,0.535,0.252,0.698,0.162,0.36,0.355,0.048,0.496,0.093,0.195,0.177,0.334,0.8,0.647,,,,,,,,,156
Troy,15,East,0.457,0.323,0.221,1.114,0.355,0.403,0.518,0.723,0.406,70.958,0.954,0.029,0.561,0.284,0.723,0.172,0.337,0.395,0.058,0.499,0.083,0.179,0.173,0.326,0.385,0.588,,,,,,,,,207
North Dakota,15,West,0.539,0.26,0.201,1.138,0.384,0.301,0.534,0.732,0.366,75.22,0.922,0.393,0.548,0.247,0.744,0.183,0.348,0.326,0.048,0.503,0.102,0.154,0.197,0.394,0.636,0.679,,,,,,,,,302
Northern Kentucky,15,South,0.457,0.351,0.193,1.113,0.361,0.424,0.529,0.676,0.373,71.573,0.943,-0.281,0.595,0.295,0.752,0.186,0.328,0.337,0.044,0.498,0.078,0.167,0.166,0.3,0.857,0.688,,,,,,,,,271
Jax State,15,Midwest,0.5,0.312,0.188,1.112,0.367,0.366,0.524,0.717,0.338,66.76,0.93,-2.188,0.557,0.305,0.735,0.203,0.379,0.375,0.066,0.493,0.068,0.172,0.164,0.348,0.4,0.563,,,,,,,,,204
Mount St. Mary's,16,East,0.502,0.321,0.177,1.077,0.361,0.369,0.512,0.672,0.327,70.135,0.903,-2.057,0.538,0.21,0.676,0.189,0.34,0.273,0.069,0.497,0.088,0.159,0.212,0.33,0.667,0.571,,,,,,,,,149
South Dakota State,16,West,0.416,0.359,0.225,1.164,0.361,0.46,0.538,0.77,0.406,71.527,0.931,-2.188,0.595,0.256,0.739,0.179,0.373,0.459,0.037,0.54,0.071,0.206,0.16,0.271,0.75,0.5,,,,,,,,,180
Texas Southern,16,South,0.511,0.235,0.254,1.066,0.297,0.341,0.482,0.733,0.449,71.664,0.979,1.529,0.55,0.311,0.675,0.163,0.324,0.285,0.053,0.489,0.1,0.179,0.19,0.322,0.875,0.676,,,,,,,,,146
UC Davis,16,Midwest,0.517,0.265,0.218,1.042,0.351,0.314,0.487,0.661,0.411,72.224,0.916,-0.344,0.516,0.263,0.736,0.197,0.327,0.363,0.061,0.484,0.077,0.181,0.196,0.336,0.7,0.625,,,,,,,,,299
